salesordernumber,orderdate,year,quarter,month,product,category,subcategory,color,standardcost,region,country,reseller,businesstype,salesperson,quantity,unitprice,sales,totalcost,profit
SO57144,2019-11-22,2019,4,11,ML Mountain Handlebars,Components,Handlebars,NA,27.49,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,37.15,74.30,54.98,19.32
SO57144,2019-11-22,2019,4,11,LL Mountain Pedal,Components,Pedals,Silver/Black,17.98,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,24.29,48.58,35.96,12.62
SO57144,2019-11-22,2019,4,11,"Mountain-400-W Silver, 40",Bikes,Mountain Bikes,Silver,419.78,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,461.69,923.38,839.56,83.82
SO57144,2019-11-22,2019,4,11,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,338.99,677.98,616.44,61.54
SO57144,2019-11-22,2019,4,11,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,Silver,199.38,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,218.45,436.90,398.76,38.14
SO57144,2019-11-22,2019,4,11,Water Bottle - 30 oz.,Accessories,Bottles and Cages,NA,1.87,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,2.99,5.98,3.74,2.24
SO63283,2020-02-27,2020,1,2,Hitch Rack - 4-Bike,Accessories,Bike Racks,NA,44.88,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,72.00,144.00,89.76,54.24
SO63283,2020-02-27,2020,1,2,"Mountain-200 Black, 46",Bikes,Mountain Bikes,Black,1251.98,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,1376.99,2753.98,2503.96,250.02
SO63283,2020-02-27,2020,1,2,"Mountain-500 Black, 44",Bikes,Mountain Bikes,Black,294.58,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,323.99,647.98,589.16,58.82
SO63283,2020-02-27,2020,1,2,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1251.98,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,1376.99,2753.98,2503.96,250.02
SO63283,2020-02-27,2020,1,2,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,Yellow,41.57,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,32.39,64.78,83.14,-18.36
SO63283,2020-02-27,2020,1,2,"Classic Vest, S",Clothing,Vests,Blue,23.75,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,38.10,76.20,47.50,28.70
SO63283,2020-02-27,2020,1,2,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,1391.99,2783.98,2531.24,252.74
SO69532,2020-05-27,2020,2,5,HL Mountain Handlebars,Components,Handlebars,NA,53.40,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,72.16,144.32,106.80,37.52
SO69532,2020-05-27,2020,2,5,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,13.09,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,20.99,41.98,26.18,15.80
SO69532,2020-05-27,2020,2,5,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,Multi,38.49,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,29.99,59.98,76.98,-17.00
SO69532,2020-05-27,2020,2,5,LL Mountain Pedal,Components,Pedals,Silver/Black,17.98,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,24.29,48.58,35.96,12.62
SO69532,2020-05-27,2020,2,5,"LL Mountain Frame - Black, 44",Components,Mountain Frames,Black,136.79,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,149.87,299.74,273.58,26.16
SO69532,2020-05-27,2020,2,5,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1251.98,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,1376.99,2753.98,2503.96,250.02
SO69532,2020-05-27,2020,2,5,LL Mountain Handlebars,Components,Handlebars,NA,19.78,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,26.72,53.44,39.56,13.88
SO69532,2020-05-27,2020,2,5,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,113.00,226.00,616.44,-390.44
SO69532,2020-05-27,2020,2,5,"Women's Mountain Shorts, M",Clothing,Shorts,Black,26.18,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,41.99,83.98,52.36,31.62
SO69532,2020-05-27,2020,2,5,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,Silver,199.38,Southwest,United States,Resale Services,Value Added Reseller,Linda Mitchell,2,218.45,436.90,398.76,38.14
SO44113,2017-09-23,2017,3,9,"Mountain Bike Socks, M",Clothing,Socks,White,3.40,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,5.70,11.40,6.80,4.60
SO44113,2017-09-23,2017,3,9,"Mountain-100 Silver, 48",Bikes,Mountain Bikes,Silver,1912.15,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,2039.99,4079.98,3824.30,255.68
SO44113,2017-09-23,2017,3,9,AWC Logo Cap,Clothing,Caps,Multi,5.71,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,5.19,10.38,11.42,-1.04
SO44113,2017-09-23,2017,3,9,"Mountain-100 Silver, 38",Bikes,Mountain Bikes,Silver,1912.15,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,2039.99,4079.98,3824.30,255.68
SO44113,2017-09-23,2017,3,9,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,12.03,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,20.19,40.38,24.06,16.32
SO44113,2017-09-23,2017,3,9,"HL Mountain Frame - Black, 38",Components,Mountain Frames,Black,617.03,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,714.70,1429.40,1234.06,195.34
SO44113,2017-09-23,2017,3,9,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,Multi,31.72,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,28.84,57.68,63.44,-5.76
SO44776,2017-12-23,2017,4,12,"Mountain-100 Black, 42",Bikes,Mountain Bikes,Black,1898.09,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,2024.99,4049.98,3796.18,253.80
SO44776,2017-12-23,2017,4,12,"Sport-100 Helmet, Black",Accessories,Helmets,Black,12.03,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,20.19,40.38,24.06,16.32
SO44776,2017-12-23,2017,4,12,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,Silver,623.84,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,722.59,1445.18,1247.68,197.50
SO44776,2017-12-23,2017,4,12,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,12.03,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,20.19,40.38,24.06,16.32
SO44776,2017-12-23,2017,4,12,"Mountain-100 Black, 38",Bikes,Mountain Bikes,Black,1898.09,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,2024.99,4049.98,3796.18,253.80
SO44776,2017-12-23,2017,4,12,"Sport-100 Helmet, Red",Accessories,Helmets,Red,12.03,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,20.19,40.38,24.06,16.32
SO44776,2017-12-23,2017,4,12,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,Multi,31.72,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,28.84,57.68,63.44,-5.76
SO45554,2018-03-17,2018,1,3,"Mountain-100 Black, 44",Bikes,Mountain Bikes,Black,1898.09,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,2024.99,4049.98,3796.18,253.80
SO45554,2018-03-17,2018,1,3,"Mountain-100 Silver, 42",Bikes,Mountain Bikes,Silver,1912.15,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,2039.99,4079.98,3824.30,255.68
SO45554,2018-03-17,2018,1,3,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,12.03,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,20.19,40.38,24.06,16.32
SO45554,2018-03-17,2018,1,3,AWC Logo Cap,Clothing,Caps,Multi,5.71,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,5.19,10.38,11.42,-1.04
SO45554,2018-03-17,2018,1,3,"Mountain-100 Silver, 38",Bikes,Mountain Bikes,Silver,1912.15,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,2039.99,4079.98,3824.30,255.68
SO46362,2018-06-18,2018,2,6,"HL Mountain Frame - Silver, 48",Components,Mountain Frames,Silver,706.81,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,818.70,1637.40,1413.62,223.78
SO46362,2018-06-18,2018,2,6,"Mountain-100 Silver, 44",Bikes,Mountain Bikes,Silver,1912.15,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,850.00,1700.00,3824.30,-2124.30
SO46362,2018-06-18,2018,2,6,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,Multi,31.72,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,28.84,57.68,63.44,-5.76
SO47417,2018-09-18,2018,3,9,HL Mountain Rear Wheel,Components,Wheels,Black,145.28,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,196.33,392.66,290.56,102.10
SO47417,2018-09-18,2018,3,9,"Full-Finger Gloves, S",Clothing,Gloves,Black,15.67,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,22.79,45.58,31.34,14.24
SO47417,2018-09-18,2018,3,9,"ML Mountain Frame - Black, 48",Components,Mountain Frames,Black,185.82,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,209.26,418.52,371.64,46.88
SO47417,2018-09-18,2018,3,9,"HL Mountain Frame - Black, 42",Components,Mountain Frames,Black,653.70,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,736.15,1472.30,1307.40,164.90
SO47417,2018-09-18,2018,3,9,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,Silver,660.91,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,744.27,1488.54,1321.82,166.72
SO47417,2018-09-18,2018,3,9,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,Silver,1117.86,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,1242.85,2485.70,2235.72,249.98
SO47417,2018-09-18,2018,3,9,LL Fork,Components,Forks,NA,65.81,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,88.93,177.86,131.62,46.24
SO47417,2018-09-18,2018,3,9,"HL Mountain Frame - Black, 38",Components,Mountain Frames,Black,653.70,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,736.15,1472.30,1307.40,164.90
SO47417,2018-09-18,2018,3,9,LL Headset,Components,Headsets,NA,15.18,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,20.52,41.04,30.36,10.68
SO48356,2018-12-21,2018,4,12,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,Silver,660.91,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,744.27,1488.54,1321.82,166.72
SO48356,2018-12-21,2018,4,12,"Mountain-200 Black, 46",Bikes,Mountain Bikes,Black,1105.81,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,1229.46,2458.92,2211.62,247.30
SO48356,2018-12-21,2018,4,12,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1105.81,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,1229.46,2458.92,2211.62,247.30
SO49472,2019-03-08,2019,1,3,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1117.86,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,1242.85,2485.70,2235.72,249.98
SO49472,2019-03-08,2019,1,3,LL Mountain Handlebars,Components,Handlebars,NA,17.98,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,24.29,48.58,35.96,12.62
SO49472,2019-03-08,2019,1,3,HL Fork,Components,Forks,NA,101.89,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,137.69,275.38,203.78,71.60
SO49472,2019-03-08,2019,1,3,ML Mountain Rear Wheel,Components,Wheels,Black,104.80,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,141.62,283.24,209.60,73.64
SO49472,2019-03-08,2019,1,3,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,Silver,1117.86,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,1242.85,2485.70,2235.72,249.98
SO49472,2019-03-08,2019,1,3,"Mountain-200 Black, 42",Bikes,Mountain Bikes,Black,1105.81,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,1229.46,2458.92,2211.62,247.30
SO50702,2019-06-14,2019,2,6,"Mountain-300 Black, 44",Bikes,Mountain Bikes,Black,598.44,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,647.99,1295.98,1196.88,99.10
SO50702,2019-06-14,2019,2,6,"ML Mountain Frame - Black, 44",Components,Mountain Frames,Black,185.82,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,209.26,418.52,371.64,46.88
SO50702,2019-06-14,2019,2,6,"HL Mountain Frame - Black, 38",Components,Mountain Frames,Black,653.70,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,736.15,1472.30,1307.40,164.90
SO50702,2019-06-14,2019,2,6,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,Silver,1117.86,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,1242.85,2485.70,2235.72,249.98
SO50702,2019-06-14,2019,2,6,"Full-Finger Gloves, M",Clothing,Gloves,Black,15.67,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,22.79,45.58,31.34,14.24
SO53531,2019-09-15,2019,3,9,"Mountain-500 Black, 42",Bikes,Mountain Bikes,Black,294.58,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,323.99,647.98,589.16,58.82
SO53531,2019-09-15,2019,3,9,"Women's Mountain Shorts, M",Clothing,Shorts,Black,26.18,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,41.99,83.98,52.36,31.62
SO53531,2019-09-15,2019,3,9,Front Derailleur,Components,Derailleurs,Silver,40.62,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,54.89,109.78,81.24,28.54
SO53531,2019-09-15,2019,3,9,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,Silver,747.20,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,818.70,1637.40,1494.40,143.00
SO53531,2019-09-15,2019,3,9,LL Mountain Pedal,Components,Pedals,Silver/Black,17.98,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,24.29,48.58,35.96,12.62
SO53531,2019-09-15,2019,3,9,ML Mountain Seat/Saddle,Components,Saddles,NA,17.38,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,23.48,46.96,34.76,12.20
SO53531,2019-09-15,2019,3,9,"LL Mountain Frame - Black, 44",Components,Mountain Frames,Black,136.79,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,149.87,299.74,273.58,26.16
SO53531,2019-09-15,2019,3,9,Rear Brakes,Components,Brakes,Silver,47.29,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,63.90,127.80,94.58,33.22
SO53531,2019-09-15,2019,3,9,"LL Mountain Frame - Black, 42",Components,Mountain Frames,Black,136.79,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,149.87,299.74,273.58,26.16
SO53531,2019-09-15,2019,3,9,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,144.59,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,158.43,316.86,289.18,27.68
SO53531,2019-09-15,2019,3,9,HL Crankset,Components,Cranksets,Black,179.82,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,242.99,485.98,359.64,126.34
SO53531,2019-09-15,2019,3,9,"Mountain-200 Black, 46",Bikes,Mountain Bikes,Black,1251.98,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,1376.99,2753.98,2503.96,250.02
SO53531,2019-09-15,2019,3,9,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,338.99,677.98,616.44,61.54
SO53531,2019-09-15,2019,3,9,"HL Mountain Frame - Black, 42",Components,Mountain Frames,Black,739.04,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,809.76,1619.52,1478.08,141.44
SO58975,2019-12-13,2019,4,12,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,1391.99,2783.98,2531.24,252.74
SO58975,2019-12-13,2019,4,12,"HL Mountain Frame - Black, 38",Components,Mountain Frames,Black,739.04,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,809.76,1619.52,1478.08,141.44
SO58975,2019-12-13,2019,4,12,Rear Derailleur,Components,Derailleurs,Silver,53.93,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,72.88,145.76,107.86,37.90
SO58975,2019-12-13,2019,4,12,LL Bottom Bracket,Components,Bottom Brackets,NA,23.97,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,32.39,64.78,47.94,16.84
SO58975,2019-12-13,2019,4,12,ML Mountain Handlebars,Components,Handlebars,NA,27.49,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,37.15,74.30,54.98,19.32
SO58975,2019-12-13,2019,4,12,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1251.98,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,1376.99,2753.98,2503.96,250.02
SO58975,2019-12-13,2019,4,12,HL Mountain Seat/Saddle,Components,Saddles,NA,23.37,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,31.58,63.16,46.74,16.42
SO65209,2020-03-10,2020,1,3,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,Silver,144.59,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,158.43,316.86,289.18,27.68
SO65209,2020-03-10,2020,1,3,HL Mountain Pedal,Components,Pedals,Silver/Black,35.96,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,48.59,97.18,71.92,25.26
SO65209,2020-03-10,2020,1,3,"LL Mountain Frame - Black, 42",Components,Mountain Frames,Black,136.79,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,149.87,299.74,273.58,26.16
SO65209,2020-03-10,2020,1,3,Front Brakes,Components,Brakes,Silver,47.29,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,63.90,127.80,94.58,33.22
SO65209,2020-03-10,2020,1,3,"Women's Mountain Shorts, S",Clothing,Shorts,Black,26.18,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,41.99,83.98,52.36,31.62
SO65209,2020-03-10,2020,1,3,"LL Mountain Frame - Black, 44",Components,Mountain Frames,Black,136.79,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,149.87,299.74,273.58,26.16
SO65209,2020-03-10,2020,1,3,LL Mountain Handlebars,Components,Handlebars,NA,19.78,Southwest,United States,Trailblazing Sports,Warehouse,Linda Mitchell,2,26.72,53.44,39.56,13.88
SO46625,2018-07-09,2018,3,7,"Full-Finger Gloves, S",Clothing,Gloves,Black,15.67,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,22.79,45.58,31.34,14.24
SO46625,2018-07-09,2018,3,7,LL Mountain Front Wheel,Components,Wheels,Black,26.97,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,36.45,72.90,53.94,18.96
SO46625,2018-07-09,2018,3,7,"ML Mountain Frame - Black, 38",Components,Mountain Frames,Black,185.82,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,209.26,418.52,371.64,46.88
SO46625,2018-07-09,2018,3,7,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1117.86,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,1242.85,2485.70,2235.72,249.98
SO46625,2018-07-09,2018,3,7,HL Headset,Components,Headsets,NA,55.38,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,74.84,149.68,110.76,38.92
SO46625,2018-07-09,2018,3,7,HL Fork,Components,Forks,NA,101.89,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,137.69,275.38,203.78,71.60
SO46625,2018-07-09,2018,3,7,"ML Mountain Frame - Black, 44",Components,Mountain Frames,Black,185.82,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,209.26,418.52,371.64,46.88
SO47677,2018-10-05,2018,4,10,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1117.86,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,1242.85,2485.70,2235.72,249.98
SO47677,2018-10-05,2018,4,10,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,Multi,37.12,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,53.99,107.98,74.24,33.74
SO47677,2018-10-05,2018,4,10,HL Mountain Rear Wheel,Components,Wheels,Black,145.28,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,196.33,392.66,290.56,102.10
SO47677,2018-10-05,2018,4,10,HL Fork,Components,Forks,NA,101.89,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,137.69,275.38,203.78,71.60
SO47677,2018-10-05,2018,4,10,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,Silver,660.91,Southwest,United States,Real Sporting Goods,Warehouse,Linda Mitchell,2,744.27,1488.54,1321.82,166.72
